Accout Number,Property Type,Property Address Street Number,Property Address Street Dir,Property Address Street Name,Property Address Street Suffix,Property Address Unit Number,Location,Design,Quality,Eff Yr Built,Above Grd SF,Basemt Tot SF,Basemt Fin SF,Basemt Unf SF,Garage Type,Garage SF,Est Land SF,Reception No,Distress Sale,Sale Date (Mon-Yr),Sale Price,Time Adjust Sales Price,Market Area,lat,lon
R0069714,Res,2468,,POWDERHORN,LN,,BOULDER,2-3 Story,Very Good,2005,"2,633","1,112","1,002",110,Attached,986,"10,671",3726047,No,2019-07-22 00:00:00,"$2,295,000","$3,360,600",106,39.9723311,-105.26271431044476
R0010213,Res,2610,,REGIS,DR,,BOULDER,2-3 Story,Good,1990,"2,169",792,792,0,Attached,521,"9,141",3967733,No,2022-06-15 00:00:00,"$2,226,000","$2,226,000",106,39.98571695,-105.25934219808995
R0013685,Res,2810,,REGIS,DR,,BOULDER,Split-Level,Good,1981,"2,416",841,0,841,Attached,462,"9,750",3962879,No,2022-05-13 00:00:00,"$1,440,000","$1,440,000",106,39.9857076,-105.2578999
R0003978,Res,2905,,REGIS,DR,,BOULDER,Ranch,Average,1975,"1,400","1,400",760,640,Attached,588,"8,971",3889155,No,2021-05-27 00:00:00,"$1,150,000","$1,367,100",106,39.9860791,-105.25717452447796
R0005934,Res,2955,,REGIS,DR,,BOULDER,Ranch,Average,1990,"1,414",0,0,0,Attached,440,"9,039",3909623,No,2021-08-24 00:00:00,"$1,049,000","$1,192,500",106,39.98613515,-105.2568729771732
R0066667,Res,1575,,ROCKMONT,CIR,,BOULDER,Split-Level,Very Good,1995,"5,730",0,0,0,Attached,576,"11,775",3925768,No,2021-10-22 00:00:00,"$2,900,000","$3,192,900",106,39.9724247,-105.26781418074412
R0012244,Res,1336,,SCRUB OAK,CIR,,BOULDER,Bi-Level,Average,1971,"1,713",0,0,0,Attached,513,"7,255",3886072,No,2021-05-14 00:00:00,"$1,026,000","$1,219,700",106,39.9753075,-105.262466
R0009826,Res,1346,,SCRUB OAK,CIR,,BOULDER,Bi-Level,Average,1995,"1,834",0,0,0,Detached,308,"10,955",3949746,No,2022-02-22 00:00:00,"$1,675,000","$1,729,600",106,39.97539865,-105.26332525084337
R0009826,Res,1346,,SCRUB OAK,CIR,,BOULDER,Bi-Level,Average,1995,"1,834",0,0,0,Detached,308,"10,955",3801529,No,2020-07-27 00:00:00,"$1,200,000","$1,655,500",106,39.97539865,-105.26332525084337
R0010029,Res,1347,,SCRUB OAK,CIR,,BOULDER,2-3 Story,Good,1995,"2,708",0,0,0,Attached,414,"6,991",3722963,No,2019-07-08 00:00:00,"$1,145,000","$1,726,900",106,39.975723599999995,-105.2630751974213
R0014317,Res,1355,,SCRUB OAK,CIR,,BOULDER,Ranch,Average,1985,"1,026","1,026",935,91,Attached,324,"7,079",3769347,No,2020-02-28 00:00:00,"$890,500","$1,304,000",106,39.9760328,-105.2633974
R0011933,Res,1356,,SCRUB OAK,CIR,,BOULDER,Ranch,Average,1980,"1,058",0,0,0,Attached,324,"7,067",3899587,No,2021-07-01 00:00:00,"$840,000","$969,300",106,39.97597755,-105.26391105
R0069021,Res,3835,,SILVER PLUME,CIR,,BOULDER,Split-Level,Average,1985,"1,452",0,0,0,Attached,400,"4,833",3831947,No,2020-11-10 00:00:00,"$997,000","$1,294,000",106,39.968094949999994,-105.2484398967832
R0068995,Res,3535,,SILVER PLUME,CT,,BOULDER,Split-Level,Average,1980,"1,430",0,0,0,Detached,400,"4,249",3812409,No,2020-09-01 00:00:00,"$965,000","$1,292,200",106,39.9679995,-105.25121936341556
R0068999,Res,3575,,SILVER PLUME,CT,,BOULDER,Split-Level,Average,1995,"1,430",0,0,0,Detached,400,"4,748",3741106,No,2019-10-07 00:00:00,"$849,000","$1,243,200",106,39.96775485,-105.2506035873852
R0068985,Res,3605,,SILVER PLUME,LN,,BOULDER,Split-Level,Average,1995,"1,936",0,0,0,Attached,516,"4,288",3795602,No,2020-06-30 00:00:00,"$1,102,500","$1,540,300",106,39.966984100000005,-105.25121811711767
R0068976,Res,3670,,SILVER PLUME,LN,,BOULDER,Split-Level,Average,1977,"1,394",0,0,0,Attached,300,"4,531",3949171,No,2022-03-03 00:00:00,"$1,279,000","$1,299,700",106,39.9674768,-105.24990943247876
R0069004,Res,3685,,SILVER PLUME,LN,,BOULDER,Split-Level,Average,1995,"1,430",0,0,0,Attached,400,"4,304",3948501,No,2022-03-02 00:00:00,"$1,350,000","$1,371,900",106,39.9679874,-105.24990635227618
R0068018,Res,3860,,SILVER PLUME,LN,,BOULDER,Split-Level,Average,1986,"1,486",0,0,0,Attached,400,"3,920",3727079,No,2019-07-30 00:00:00,"$850,000","$1,244,700",106,39.9676502,-105.2484837
R0005492,Res,2810,,STANFORD,AVE,,BOULDER,Ranch,Average,1964,"1,368","1,104",312,792,Attached,440,"10,221",3838569,No,2020-11-30 00:00:00,"$950,000","$1,234,800",106,39.98634885,-105.25786960550064
R0009109,Res,2955,,STANFORD,AVE,,BOULDER,Ranch,Average,1975,"1,434","1,434","1,164",270,Attached,567,"36,250",3962491,No,2022-05-13 00:00:00,"$1,725,000","$1,725,000",106,39.9867649,-105.25683955
R0012661,Res,3155,,STANFORD,AVE,,BOULDER,2-3 Story,Good,2018,"3,230","1,889","1,754",135,Attached,584,"19,317",3881584,No,2021-04-27 00:00:00,"$3,180,000","$3,837,000",106,39.98617765,-105.25513868351376
R0013505,Dup/Tri,3305,,STANFORD,AVE,,BOULDER,Ranch,Average,1975,"1,764","1,040","1,040",0,Carport,600,"8,607",3817068,No,2020-09-11 00:00:00,"$1,135,500","$1,520,500",106,39.985625,-105.25417492559876
R0011144,Res,2535,,STEPHENS,RD,,BOULDER,Ranch,Average,1985,"1,204","1,204","1,204",0,Attached,420,"6,934",3890957,No,2021-06-04 00:00:00,"$1,230,000","$1,440,600",106,39.9817983,-105.2622967580062
R0011848,Res,2665,,STEPHENS,RD,,BOULDER,Split-Level,Average,2005,"1,304",0,0,0,Attached,288,"6,923",3772783,No,2020-03-17 00:00:00,"$1,120,000","$1,632,700",106,39.98190035,-105.2610719
R0014577,Res,2685,,STEPHENS,RD,,BOULDER,Ranch,Average,2000,"1,380","1,204",903,301,Attached,420,"7,153",3778781,No,2020-04-21 00:00:00,"$1,075,000","$1,529,700",106,39.981949099999994,-105.2605737961949
R0014381,Res,2690,,STEPHENS,RD,,BOULDER,Ranch,Average,1995,"1,247",0,0,0,Attached,288,"6,837",3916787,No,2021-09-24 00:00:00,"$975,000","$1,090,800",106,39.981542000000005,-105.26018600276532
R0012092,Res,2865,,STEPHENS,RD,,BOULDER,Ranch,Average,1985,"1,204","1,204","1,204",0,Attached,420,"6,886",3850732,No,2021-01-05 00:00:00,"$950,000","$1,198,600",106,39.98126,-105.2584366421028
R0069748,Res,2205,,STONY HILL,RD,,BOULDER,Split-Level,Good,1989,"2,682",0,0,0,Detached,400,"8,686",3935081,No,2021-12-15 00:00:00,"$1,650,000","$1,759,200",106,39.973418300000006,-105.26597322726482
R0010721,Res,2625,,TABLE MESA,CT,,BOULDER,2-3 Story,Very Good,2013,"2,494","1,218",880,338,Attached,441,"11,978",3764700,No,2020-02-03 00:00:00,"$2,000,000","$2,928,600",106,39.98088475,-105.26052026779548
R0014151,Res,2860,,TABLE MESA,DR,,BOULDER,Ranch,Average,1995,"1,134","1,080","1,080",0,Attached,324,"7,243",3811841,No,2020-08-27 00:00:00,"$786,000","$1,068,300",106,39.97997185,-105.25785813054694
R0070915,Res,2877,,TINCUP,CIR,,BOULDER,2-3 Story,Good,1995,"2,122","1,119",924,195,Attached,462,"7,786",3754029,No,2019-12-10 00:00:00,"$1,338,000","$1,959,200",106,39.968024,-105.25749789842884
R0011439,Res,755,,TOEDTLI,DR,,BOULDER,Ranch,Average,1995,"1,232","1,040","1,040",0,Attached,546,"7,730",3737280,No,2019-09-16 00:00:00,"$850,000","$1,244,700",106,39.9813644,-105.2481543108586
R0011439,Res,755,,TOEDTLI,DR,,BOULDER,Ranch,Average,1995,"1,232","1,040","1,040",0,Attached,546,"7,730",3903239,No,2021-07-22 00:00:00,"$900,000","$1,037,400",106,39.9813644,-105.2481543108586
R0009836,Res,1245,,TOEDTLI,DR,,BOULDER,2-3 Story,Average,1993,"1,968",832,832,0,Attached,420,"8,099",3843352,No,2020-12-16 00:00:00,"$985,900","$1,262,500",106,39.9768627,-105.24323870914634
R0009448,Res,1290,,TOEDTLI,DR,,BOULDER,Ranch,Average,1975,"1,401","1,377","1,377",0,Attached,462,"8,321",3745436,No,2019-10-23 00:00:00,"$716,000","$1,048,400",106,39.9768334,-105.24253711324896
R0009567,Res,2235,,VASSAR,DR,,BOULDER,2-3 Story,Very Good,2005,"2,325","1,686","1,686",0,Attached,530,"16,646",3729659,No,2019-08-09 00:00:00,"$3,400,000","$4,978,600",106,39.98530015,-105.26358303732368
R0011411,Res,2250,,VASSAR,DR,,BOULDER,2-3 Story,Very Good,2010,"2,943","1,017","1,017",0,Attached,662,"7,493",3892613,No,2021-06-09 00:00:00,"$2,200,000","$2,576,600",106,39.98485855,-105.263542
R0011571,Res,2410,,VASSAR,DR,,BOULDER,Split-Level,Very Good,2005,"3,046",0,0,0,Attached,575,"20,743",3879771,No,2021-04-21 00:00:00,"$1,908,000","$2,302,200",106,39.9848501,-105.26165651153812
R0011562,Res,2555,,VASSAR,DR,,BOULDER,2-3 Story,Very Good,1987,"2,724","1,096",548,548,Attached,577,"12,230",3971831,No,2022-07-15 00:00:00,"$2,535,000","$2,534,000",106,39.9856124,-105.26030014867744
R0009453,Res,2695,,VASSAR,DR,,BOULDER,Ranch,Average,1980,"1,292","1,292","1,292",0,Attached,460,"8,791",3819103,No,2020-09-23 00:00:00,"$825,000","$1,104,800",106,39.9854648,-105.2590211221294
R0013494,Res,2750,,VASSAR,DR,,BOULDER,Ranch,Good,1964,"1,309","1,125","1,017",108,Detached,440,"10,513",3757371,No,2019-12-19 00:00:00,"$930,000","$1,361,800",106,39.98497055,-105.25848061224856
R0012668,Res,2850,,VASSAR,DR,,BOULDER,2-3 Story,Good,1995,"2,353","1,642","1,435",207,Attached,460,"8,184",3789324,No,2020-05-13 00:00:00,"$1,270,000","$1,805,100",106,39.98495025,-105.25776187615868
R0009680,Res,2910,,VASSAR,DR,,BOULDER,2-3 Story,Good,1987,"1,700","1,140",900,240,Attached,400,"8,573",3930535,No,2021-11-22 00:00:00,"$1,580,000","$1,711,900",106,39.98497295,-105.25728137012548
R0012237,Res,2950,,VASSAR,DR,,BOULDER,Ranch,Average,1995,"1,353","1,224","1,224",0,Attached,403,"8,450",3900215,No,2021-07-09 00:00:00,"$1,460,000","$1,684,700",106,39.98495825,-105.25702625917464
R0009713,Res,1725,,VIEWPOINT,RD,,BOULDER,Bi-Level,Good,1974,"3,254",0,0,0,Attached,"1,011","11,019",3785794,No,2020-05-21 00:00:00,"$1,100,000","$1,563,400",106,39.9712106,-105.2655845
R0011475,Res,1735,,VIEWPOINT,RD,,BOULDER,2-3 Story,Very Good,2005,"3,298","1,216",832,384,Attached,690,"17,990",3723593,No,2019-07-05 00:00:00,"$3,650,000","$5,341,000",106,39.9706961,-105.2654617
R0009770,Res,1765,,VIEWPOINT,RD,,BOULDER,Split-Level,Very Good,1990,"3,480",988,988,0,Attached,556,"14,777",3972193,No,2022-07-12 00:00:00,"$3,150,000","$3,150,000",106,39.9701057,-105.2648265
R0010135,Res,1855,,VIEWPOINT,RD,,BOULDER,2-3 Story,Good,1979,"3,090",834,0,834,Attached,528,"15,917",3916780,No,2021-09-24 00:00:00,"$1,954,500","$2,186,700",106,39.96893439999999,-105.2629784
R0066684,Res,1343,,WILDWOOD,CT,,BOULDER,Split-Level,Good,2010,"2,817",963,500,463,Attached,528,"8,916",3772999,No,2020-03-16 00:00:00,"$2,075,000","$3,038,400",106,39.97532545,-105.26670970610888
R0069767,Res,1505,,WILDWOOD,LN,,BOULDER,2-3 Story,Good,1990,"2,718",765,548,217,Attached,552,"8,205",3772730,No,2020-03-17 00:00:00,"$1,560,000","$2,284,300",106,39.97463415,-105.26493203996048
R0066697,Res,1177,,WILDWOOD,RD,,BOULDER,2-3 Story,Very Good,1985,"2,628","1,178","1,178",0,Attached,690,"8,624",3860861,No,2021-02-19 00:00:00,"$1,899,900","$2,361,800",106,39.9778272,-105.26639882087974
R0066692,Res,1235,,WILDWOOD,RD,,BOULDER,2-3 Story,Good,1985,"2,532","1,105","1,105",0,Attached,462,"10,872",3918095,No,2021-09-30 00:00:00,"$2,130,000","$2,383,000",106,39.97687655,-105.26714070030047
R0066691,Res,1255,,WILDWOOD,RD,,BOULDER,Split-Level,Very Good,1991,"3,253","1,621",0,"1,621",Attached,770,"9,355",3894819,No,2021-06-17 00:00:00,"$2,225,000","$2,605,900",106,39.976532500000005,-105.2671793
R0066689,Res,1295,,WILDWOOD,RD,,BOULDER,2-3 Story,Good,2000,"2,734","1,492","1,400",92,Attached,576,"11,095",3875663,No,2021-04-06 00:00:00,"$1,850,000","$2,232,200",106,39.97603805,-105.26714329485188
R0066702,Res,1136,,WOODLAND,CT,,BOULDER,2-3 Story,Very Good,2010,"2,746","1,140","1,140",0,Attached,480,"7,437",3972656,No,2022-07-18 00:00:00,"$2,695,000","$2,695,000",106,39.97825715,-105.26597498003515
R0011381,Res,2545,,WOODSTOCK,PL,,BOULDER,Ranch,Average,1995,"1,593",0,0,0,Attached,299,"6,634",3894919,No,2021-06-22 00:00:00,"$1,200,000","$1,405,400",106,39.976468800000006,-105.26089825
R0013631,Res,2590,,WOODSTOCK,PL,,BOULDER,Bi-Level,Average,1995,"1,917",121,0,121,Attached,432,"8,853",3738481,No,2019-09-23 00:00:00,"$887,500","$1,293,700",106,39.97611555,-105.26041945
R0014324,Res,1033,,YALE,CIR,,BOULDER,2-3 Story,Average,1997,"2,287",780,780,0,Attached,470,"12,130",3794035,No,2020-06-25 00:00:00,"$1,130,000","$1,582,300",106,39.9793659,-105.25212384028094
R0010498,Res,1071,,YALE,CIR,,BOULDER,2-3 Story,Average,2000,"2,495",864,697,167,Attached,500,"13,112",3791083,No,2020-06-12 00:00:00,"$1,270,000","$1,778,400",106,39.97938655,-105.25100290087106
R0013094,Res,525,,YALE,RD,,BOULDER,Bi-Level,Average,1995,"2,176",0,0,0,Attached,528,"7,933",3947112,No,2022-02-18 00:00:00,"$1,500,000","$1,548,900",106,39.9854548,-105.2561175071474
R0013563,Res,680,,YALE,RD,,BOULDER,Bi-Level,Average,1985,"1,796",0,0,0,Carport,433,"8,182",3928340,No,2021-11-15 00:00:00,"$1,000,000","$1,083,500",106,39.98377435,-105.25564953709414
R0012049,Res,720,,YALE,RD,,BOULDER,2-3 Story,Good,2000,"2,376",0,0,0,Detached,324,"7,476",3798730,No,2020-07-13 00:00:00,"$1,200,000","$1,655,500",106,39.983195550000005,-105.25565564436005
R0012763,Res,905,,YALE,RD,,BOULDER,2-3 Story,Average,1995,"1,674",836,753,83,Attached,432,"9,337",3775903,No,2020-04-02 00:00:00,"$885,000","$1,262,000",106,39.98132155,-105.25497508492224
R0014505,Res,975,,YALE,RD,,BOULDER,Ranch,Average,1990,"1,557",567,300,267,Attached,351,"7,208",3964885,No,2022-05-26 00:00:00,"$1,405,000","$1,405,000",106,39.9802539,-105.25325274851367
R0014431,Res,2560,,YARROW,CT,,BOULDER,Ranch,Average,1980,"1,026",0,0,0,Attached,324,"8,553",3819201,No,2020-09-28 00:00:00,"$750,000","$1,004,300",106,39.9768344,-105.26065115
R0013920,Res,2565,,YARROW,CT,,BOULDER,Ranch,Average,1980,"1,221",0,0,0,Attached,324,"9,103",3815356,No,2020-09-01 00:00:00,"$757,500","$1,011,000",106,39.97727145,-105.26065075
R0007166,Res,2420,,10TH,ST,,BOULDER,2-3 Story,Very Good,2000,"2,573",483,483,0,,0,"6,211",3863370,No,2021-02-19 00:00:00,"$2,000,000","$2,523,000",103,40.0221607,-105.28367155
R0000766,Res,2439,,10TH,ST,,BOULDER,2-3 Story,Good,2000,"2,062",0,0,0,Detached,252,"4,875",3890463,No,2021-06-01 00:00:00,"$1,515,000","$1,806,600",103,40.022587900000005,-105.28412684978848
R0008592,Res,2461,,10TH,ST,,BOULDER,Ranch,Average,1970,832,260,0,260,Detached,160,"5,277",3868195,No,2021-03-15 00:00:00,"$935,000","$1,163,000",103,40.02302315,-105.28408325
R0009102,Res,2812,,10TH,ST,,BOULDER,Ranch,Average,1980,"1,992",646,0,646,,0,"6,349",3962443,No,2022-05-10 00:00:00,"$1,515,000","$1,515,000",103,40.0270653,-105.2840953
R0007067,Res,3020,,10TH,ST,,BOULDER,Ranch,Average,1970,"1,080",0,0,0,,0,"6,202",3914064,No,2021-09-14 00:00:00,"$980,700","$1,121,200",103,40.0296606,-105.28414225
R0008881,Res,3040,,10TH,ST,,BOULDER,2-3 Story,Very Good,2019,"2,767","1,513","1,415",98,Detached,483,"6,200",3880429,No,2021-04-23 00:00:00,"$3,700,000","$4,538,100",103,40.03010545,-105.28417045
R0007594,Res,3054,,10TH,ST,,BOULDER,2-3 Story,Good,2004,"2,438",0,0,0,Detached,400,"6,348",3838505,No,2020-11-25 00:00:00,"$1,507,400","$1,983,400",103,40.030221749999995,-105.2841862
R0004865,Res,3061,,10TH,ST,,BOULDER,2-3 Story,Very Good,2010,"2,371",377,377,0,Detached,364,"6,302",3737913,No,2019-09-20 00:00:00,"$2,025,000","$2,978,200",103,40.0304125,-105.2847002
R0003589,Res,3122,,10TH,ST,,BOULDER,2-3 Story,Good,1999,"2,124",0,0,0,Detached,240,"5,837",3729976,No,2019-08-12 00:00:00,"$1,325,000","$1,952,300",103,40.031503349999994,-105.2841774113518
R0003589,Res,3122,,10TH,ST,,BOULDER,2-3 Story,Good,1999,"2,124",0,0,0,Detached,240,"5,837",3825477,No,2020-10-16 00:00:00,"$1,386,600","$1,850,300",103,40.031503349999994,-105.2841774113518
R0000639,Res,3235,,10TH,ST,,BOULDER,Ranch,Average,1920,828,0,0,0,Detached,506,"10,713",3819525,No,2020-09-25 00:00:00,"$999,000","$1,351,900",103,40.033706249999994,-105.28465620815405
R0034037,Res,4852,,10TH,ST,,BOULDER,2-3 Story,Good,2007,"1,477",997,0,997,Attached,400,"4,865",3905478,No,2021-08-06 00:00:00,"$865,000","$1,003,000",103,40.061984249999995,-105.2845903062992
R0118239,Res,4854,,10TH,ST,,BOULDER,2-3 Story,Good,2004,"1,376",680,680,0,Attached,398,"5,445",3734318,No,2019-08-30 00:00:00,"$845,000","$1,245,000",103,40.06221905,-105.2847298473969
R0118243,Res,4857,,10TH,ST,,BOULDER,2-3 Story,Good,2009,"1,808",916,0,916,Attached,400,"4,973",3801050,No,2020-07-23 00:00:00,"$930,000","$1,294,500",103,40.0623664,-105.2851697161344
R0118241,Res,4858,,10TH,ST,,BOULDER,2-3 Story,Good,2004,"2,020",974,950,24,Attached,440,"5,681",3809893,No,2020-08-21 00:00:00,"$985,000","$1,351,100",103,40.0625179,-105.28467103047852
R0118255,Res,4867,,10TH,ST,,BOULDER,2-3 Story,Good,1994,"1,670",868,868,0,Attached,480,"4,578",3940134,No,2022-01-10 00:00:00,"$1,049,900","$1,114,800",103,40.0629898,-105.28511794085108
R0120960,Res,4871,,10TH,ST,,BOULDER,2-3 Story,Good,1995,"1,403",707,0,707,Attached,400,"4,708",3910001,No,2021-08-24 00:00:00,"$861,500","$998,900",103,40.06346495,-105.28512226730729
R0120962,Res,4877,,10TH,ST,,BOULDER,2-3 Story,Good,2006,"2,127","1,065",0,"1,065",Attached,410,"4,686",3947131,No,2022-02-24 00:00:00,"$1,310,000","$1,363,400",103,40.0637169,-105.28510985
R0120963,Res,4879,,10TH,ST,,BOULDER,2-3 Story,Good,2001,"1,725",956,770,186,Attached,440,"4,739",3902425,No,2021-07-15 00:00:00,"$1,025,000","$1,205,300",103,40.063335403010136,-105.28498070256764
R0120966,Res,4882,,10TH,ST,,BOULDER,Split-Level,Good,1995,"1,545",504,0,504,Attached,409,"4,816",3963993,No,2022-05-24 00:00:00,"$1,130,000","$1,130,000",103,40.06367465,-105.2846511919285
R0140771,Res,4981,,10TH,ST,,BOULDER,2-3 Story,Good,1999,"1,500",720,0,720,Detached,240,"4,004",3915016,No,2021-09-17 00:00:00,"$1,000,000","$1,143,300",103,40.06528285,-105.285027
R0006779,Res,2826,,11TH,ST,,BOULDER,Ranch,Good,2001,"1,694","1,694","1,332",362,Detached,484,"7,519",3857856,No,2021-02-03 00:00:00,"$1,400,000","$1,766,100",103,40.0273562,-105.2829816708223
R0002684,Res,2827,,11TH,ST,,BOULDER,2-3 Story,Very Good,2009,"2,871","1,470","1,170",300,Detached,528,"7,497",3794861,No,2020-06-26 00:00:00,"$2,660,000","$3,754,600",103,40.02746275,-105.28354985
R0002684,Res,2827,,11TH,ST,,BOULDER,2-3 Story,Very Good,2009,"2,871","1,470","1,170",300,Detached,528,"7,497",3879748,No,2021-04-23 00:00:00,"$2,795,000","$3,428,100",103,40.02746275,-105.28354985
R0005889,Res,2854,,11TH,ST,A,BOULDER,2-3 Story,Good,1995,"1,765",756,680,76,Detached,240,"5,572",3736879,No,2019-09-17 00:00:00,"$1,185,000","$1,732,500",103,40.02784935,-105.28296812485652
R0008403,Res,2924,,11TH,ST,,BOULDER,2-3 Story,Very Good,2006,"3,141","1,698","1,698",0,Detached,528,"7,307",3891541,No,2021-06-03 00:00:00,"$2,337,500","$2,778,500",103,40.0282799,-105.2829933
R0004221,Res,3021,,11TH,ST,,BOULDER,2-3 Story,Good,1995,"2,276",0,0,0,Detached,300,"5,796",3917961,No,2021-09-30 00:00:00,"$1,500,000","$1,715,000",103,40.0296819,-105.2835958
R0007015,Res,3142,,11TH,ST,,BOULDER,2-3 Story,Good,2000,"1,643",450,0,450,Multiple,560,"6,337",3812186,No,2020-08-28 00:00:00,"$1,215,000","$1,667,500",103,40.031927,-105.28304395940168
R0146026,Res,3172,,11TH,ST,,BOULDER,2-3 Story,Good,2010,"2,047","1,056","1,056",0,Detached,528,"7,106",3831479,No,2020-11-06 00:00:00,"$2,124,300","$2,795,200",103,40.03228665,-105.2829561
R0000098,Res,3241,,11TH,ST,,BOULDER,Ranch,Average,1995,"1,395",0,0,0,Attached,264,"8,202",3805925,No,2020-08-05 00:00:00,"$955,000","$1,310,600",103,40.03375485,-105.28356325986256
R0510283,Res,5230,,2ND,ST,,BOULDER,2-3 Story,Excellent,2012,"2,833","1,285",915,370,Attached,708,"4,554",3815616,No,2020-09-14 00:00:00,"$2,249,000","$3,043,600",103,40.06731405,-105.28983191228522
R0510282,Res,5240,,2ND,ST,,BOULDER,2-3 Story,Excellent,2012,"2,390","1,083",914,169,Attached,516,"3,739",3795282,No,2020-06-30 00:00:00,"$1,745,000","$2,463,100",103,40.06737825,-105.28970359362508
R0510282,Res,5240,,2ND,ST,,BOULDER,2-3 Story,Excellent,2012,"2,390","1,083",914,169,Attached,516,"3,739",3970020,No,2022-07-01 00:00:00,"$2,450,000","$2,448,000",103,40.06737825,-105.28970359362508
R0510274,Res,5310,,2ND,ST,,BOULDER,2-3 Story,Very Good,2008,"3,413","1,403","1,097",306,Attached,702,"4,695",3964457,No,2022-05-24 00:00:00,"$2,300,000","$2,300,000",103,40.0678219,-105.28966403991888
R0602669,Res,2680,,3RD,ST,,BOULDER,2-3 Story,Excellent,2019,"4,216","1,732","1,548",184,Attached,699,"20,357",3878797,No,2021-04-15 00:00:00,"$5,400,000","$6,623,100",103,40.02386053061225,-105.2924454489796
R0003658,Res,2736,,3RD,ST,,BOULDER,Ranch,Very Good,1991,"2,164","1,999","1,499",500,Attached,667,"15,000",3850616,No,2021-01-13 00:00:00,"$2,450,000","$3,134,300",103,40.026265300000006,-105.29241111404728
R0007361,Res,2944,,3RD,ST,,BOULDER,Ranch,Average,1960,"1,941",720,720,0,,0,"13,237",3841572,No,2020-12-11 00:00:00,"$2,475,000","$3,211,100",103,40.028666900000005,-105.29238178349394
R0090946,Res,3021,,3RD,ST,,BOULDER,2-3 Story,Very Good,2010,"4,106","1,015",992,23,Basement,948,"9,951",3789739,No,2020-05-28 00:00:00,"$2,850,000","$4,079,800",103,40.029661,-105.2930353272866
R0090946,Res,3021,,3RD,ST,,BOULDER,2-3 Story,Very Good,2010,"4,106","1,015",992,23,Basement,948,"9,951",3752148,No,2019-12-02 00:00:00,"$2,750,000","$4,018,200",103,40.029661,-105.2930353272866
R0033313,Res,3033,,3RD,ST,,UNINCORPORATED,Ranch,Average,1980,"1,384",0,0,0,,0,"12,030",3842022,No,2020-12-10 00:00:00,"$1,500,000","$1,946,100",103,40.030065949999994,-105.292955
R0117614,Res,3087,,3RD,ST,,BOULDER,2-3 Story,Very Good,1995,"2,375",836,814,22,Basement,694,"17,044",3767171,No,2020-02-18 00:00:00,"$1,950,000","$2,841,500",103,40.03058095,-105.29310143951614
R0002248,Res,3150,,3RD,ST,,BOULDER,2-3 Story,Very Good,2018,"2,121","1,216","1,216",0,Detached,570,"6,105",3759105,No,2019-12-30 00:00:00,"$2,310,000","$3,378,600",103,40.0319106,-105.29240718973485
R0503995,Res,5025,,3RD,ST,,BOULDER,2-3 Story,Good,2006,"2,286",897,565,332,Attached,480,"4,390",3889945,No,2021-06-01 00:00:00,"$1,800,000","$2,146,500",103,40.06589035,-105.29023780292512
R0503996,Res,5065,,3RD,ST,,BOULDER,2-3 Story,Good,2005,"2,317",979,884,95,Attached,453,"3,706",3947349,No,2022-02-25 00:00:00,"$1,800,000","$1,873,400",103,40.065988649999994,-105.29019193881346
R0610841,Res,2430,,4TH,ST,,BOULDER,2-3 Story,Average,1975,"2,252","1,102",0,"1,102",,0,"5,744",3929383,No,2021-11-15 00:00:00,"$1,500,000","$1,657,700",103,40.0212392,-105.2911912488631
R0602658,Res,2625,,4TH,ST,,BOULDER,2-3 Story,Excellent,2016,"3,151","1,626","1,526",100,Detached,506,"7,479",3724313,No,2019-07-12 00:00:00,"$3,900,000","$5,756,800",103,40.02389787878788,-105.2916113939394
R0001186,Dup/Tri,2626,,4TH,ST,,BOULDER,Ranch,Average,1975,780,780,780,0,,0,"6,519",3902082,No,2021-07-16 00:00:00,"$1,290,000","$1,516,900",103,40.0240715,-105.2912989
R0000968,Res,2656,,4TH,ST,,BOULDER,2-3 Story,Good,1980,"1,852",483,0,483,Basement,440,"7,940",3724445,No,2019-07-12 00:00:00,"$1,325,000","$1,955,800",103,40.02432645,-105.29127187654488
